Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight,Worms_presence,Unknown_cecum,Unknown_colon,Unknown_SI,Syphacia_cecum_colon,Cysticercus_tenia_teniformis_liver,Catotenia_pusilla_SI,Mastophorus_stomach_SI,Heterakis_spumosa_colon_cecum,Tapeworm_SI,Trichuris_cecum,Aspiculuris_cecum,Aspiculuris_colon,Hymenolepis_SI,Rodentolepis_liver_digtract,Mesocoides_body_cavities,Mesocoides_lungs,Heigmosomoides_polyguis,H_diminita?,Notes
AA_0382,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,24.14,92.59,81.16,0.0769,NA,NA,NA,NA,NA,NA,NA,0,0,0.92,TRUE,NA,NA,NA,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
AA_0383,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,17.35,77.4,69.3,0.0267,0.0775,0.0785,0.0218,0.1403,NA,NA,NA,NA,NA,0.56,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0384,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregadultnt,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.61,79.55,74.26,0.0331,NA,NA,NA,NA,NA,NA,NA,4,1,0.33,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,white spot on belly
AA_0385,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.42,78.95,70.3,0.0356,0.072,0.0718,0.0147,0.0193,NA,NA,NA,NA,NA,0.29,TRUE,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0386,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,9.09,64.49,58.53,0.0118,0.0121,0.0081,NA,NA,NA,NA,NA,NA,NA,0.32,TRUE,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0387,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,pregadultnt,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,18.33,80.84,86.96,0.0242,NA,NA,NA,NA,NA,NA,NA,5,5,0.78,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0388,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,16.03,81.28,76.11,0.0339,0.0417,0.0439,0.0168,0.0417,NA,NA,NA,NA,NA,0.05,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0389,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.33,81.51,75.03,0.033,0.0594,0.0644,0.0209,0.1044,NA,NA,NA,NA,NA,0.25,TRUE,NA,NA,NA,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,
AA_0390,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.94,80.19,71.35,0.0252,0.0107,0.0113,NA,NA,NA,NA,NA,NA,NA,0.86,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0391,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,18.73,79.98,70.91,0.0321,0.0596,0.0637,0.0248,0.131,NA,NA,NA,NA,NA,0.92,TRUE,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AA_0392,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,young,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,10.94,71.93,68.93,0.0281,NA,NA,NA,NA,0.0021,0.0015,0.0036,0,0,0.06,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0393,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,post partum,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,19.03,85.09,75.59,0.049,NA,NA,NA,NA,NA,NA,NA,0,0,0.13,TRUE,NA,NA,NA,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,
AA_0394,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,Czech,FALSE,15.82,83.2,78.85,0.0275,NA,NA,NA,NA,0.003,0.0034,0.0064,0,0,0.6,TRUE,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0395,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,NA,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,7.98,62.51,58.21,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0396,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,13.89,77.14,71.84,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.01,TRUE,NA,NA,NA,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0397,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,9.09,65.73,58.12,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,TRUE,NA,NA,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
AA_0398,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,11.06,68.72,62.18,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.18,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0399,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,17.73,85.83,42.77,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,0.28,TRUE,NA,NA,NA,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
AA_0400,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,female,young,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,8.63,64.55,47.5,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.3,TRUE,NA,NA,NA,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0401,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,14.04,75.24,67.14,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.27,TRUE,NA,NA,NA,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,check paper with Jenny ??
AA_0402,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.85,83.73,88.63,0.06,NA,NA,NA,NA,NA,NA,NA,0,0,0.01,TRUE,NA,NA,NA,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,
AA_0403,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,16,77.24,77.13,0.03,0.0537,0.0532,0.0196,0.0738,NA,NA,NA,NA,NA,0.67,TRUE,NA,NA,NA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0404,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,female,young,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,8.06,60.24,54.37,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.63,TRUE,NA,NA,NA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0405,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,10.22,67.59,67.95,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,TRUE,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AA_0406,HZ_BR,Germany,Lychenerstrasse 28 17268 templin,NA,53.127386,13.486372,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,13.4,73.71,63.71,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.31,TRUE,NA,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,necrotic tissues liver
AA_0407,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,male,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,10.87,70.13,59.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
AA_0408,HZ_BR,Germany,Guhlener dorfstrasse 29 15913 Schwielochser,NA,52.01705,14.144171,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,12.48,69.31,63.5,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.39,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0409,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,12.98,67.4,69.74,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.74,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0410,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,18.45,79.2,72.83,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.18,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0411,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.47,85.44,80.07,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,0.88,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0412,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,pregnant,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,22.85,86.27,76.94,0.06,NA,NA,NA,NA,NA,NA,NA,2,0,0.58,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
AA_0413,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,TRUE,20.03,84.76,79.89,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.16,TRUE,NA,NA,NA,26,0,0,17,0,0,0,0,6,0,0,0,0,0,0,
AA_0414,HZ_BR,Germany,Rieplos berghof 2 15859 Rieplos (Storkow),NA,52.276343,13.897624,female,adult,Mus musculus,2017,15/09/17,16/09/17,German,FALSE,20.88,85.22,64.48,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,1.06,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0415,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,young,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,5.83,55.62,61.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0416,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,male,adult,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,12.47,75.09,69.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0417,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,young,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,8.44,66.83,70.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0418,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,14.04,73.11,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0419,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,young,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,8.1,61.75,65.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0420,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,12.69,72.44,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0421,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,male,adult,Mus musculus,2017,16/09/17,16/09/17,Czech,FALSE,15.92,77.13,88.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0422,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.88,80.69,71.77,0.0366,0.0762,0.0775,0.0235,0.119,NA,NA,NA,NA,NA,0.29,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
AA_0423,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.24,82.22,75.58,0.0346,0.0785,0.0831,0.0192,0.1239,NA,NA,NA,NA,NA,0.27,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,check paper with Jenny ??
AA_0424,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,pregnant,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,21.28,85.97,75.35,0.0268,NA,NA,NA,NA,NA,NA,NA,0,4,1.11,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0425,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.48,73.42,71.5,0.0211,NA,NA,NA,NA,0.0034,0.0028,0.0062,0,0,0.16,TRUE,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0426,HZ_BR,Germany,Wriezenerstrasse 38 15324 Letschin,NA,52.650636,14.321503,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,16.91,79.85,76.04,0.0183,0.0648,0.0687,0.0193,0.1778,NA,NA,NA,NA,NA,0.35,TRUE,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0427,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.97,82.64,80.03,0.04,0.0774,0.0793,0.0244,0.1106,NA,NA,NA,NA,NA,0.62,TRUE,NA,NA,NA,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0428,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,female,young,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11,71.29,71.82,0.0168,NA,NA,NA,NA,NA,NA,NA,0,0,1.19,TRUE,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0429,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,young,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,11.67,71.45,76.94,0.0245,0.0421,0.0458,0.004,0.0073,NA,NA,NA,NA,NA,0.81,TRUE,NA,NA,NA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0430,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,10.31,69.68,68.81,0.0164,0.0378,0.0387,0.0052,0.0059,NA,NA,NA,NA,NA,0.64,TRUE,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0431,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.98,73.32,70.77,0.0288,0.0528,0.0543,0.0087,0.0223,NA,NA,NA,NA,NA,0.68,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0432,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11.54,73.92,85.25,NA,NA,NA,NA,NA,0.0011,0.0008,0.0019,0,0,0.48,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0433,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,12.23,79.78,68.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0434,HZ_BR,Germany,Dorfstrasse 28 Wichmanndorf 17268,NA,53.237406,13.64217,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,13.07,73.8,51.59,0.0353,0.055,0.0562,0.0158,0.0781,NA,NA,NA,NA,NA,0.16,TRUE,NA,NA,NA,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
AA_0435,HZ_BR,Germany,Dorfstrasse 28 Wichmanndorf 17268,NA,53.237406,13.64217,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,18.13,79.04,57.54,0.0943,0.0621,0.0641,0.0162,0.1021,NA,NA,NA,NA,NA,0.69,TRUE,NA,NA,NA,1,0,0,0,0,0,0,0,55,0,6,0,0,0,0,check paper with Jenny ??
AA_0436,HZ_BR,Germany,wuggenmühle,NA,NA,NA,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.31,79.01,73.68,0.0678,NA,NA,NA,NA,0.0046,0.0049,NA,0,0,0.64,TRUE,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0437,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,male,young,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,5.5,53.78,64.5,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,TRUE,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0438,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,10.87,67.91,59.4,0.0253,0.0375,0.0399,0.0062,NA,NA,NA,NA,NA,NA,0.32,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0439,HZ_BR,Germany,Lindenstrasse 19,NA,NA,NA,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.88,81.9,80.82,0.0438,0.0594,0.0602,0.0202,0.1434,NA,NA,NA,NA,NA,0.49,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0440,HZ_BR,Germany,wuggenmühle,NA,NA,NA,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,20.71,91.6,79.56,0.0828,NA,NA,NA,NA,0.0044,0.0062,0.0106,0,0,0.81,TRUE,NA,NA,NA,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
AA_0441,HZ_BR,Germany,wuggenmühle,NA,NA,NA,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,13.8,76.45,73.74,0.0459,NA,NA,NA,NA,0.0031,0.0025,0.0056,0,0,0.11,TRUE,NA,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
AA_0442,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,15.35,77.39,80.3,0.0249,0.0578,0.0605,0.0181,0.1143,NA,NA,NA,NA,NA,0.43,TRUE,NA,NA,NA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0443,HZ_BR,Germany,wuggenmühle,NA,NA,NA,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,18.96,85.31,74.68,0.036,0.0764,0.0795,0.0247,0.16,NA,NA,NA,NA,NA,0.26,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0444,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11.48,75.92,75.35,0.0179,NA,NA,NA,NA,0.0018,0.0022,0.004,0,0,0.68,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0445,HZ_BR,Germany,Niewish 25 15848,NA,52.0781,14.227153,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.61,80.85,78.89,0.035,NA,NA,NA,NA,0.0028,0.0051,0.0079,0,0,0.56,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0446,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.89,69.46,66.28,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0447,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,NA,NA,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,6.22,56.63,48.94,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0448,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,NA,NA,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,9.3,67.17,73.86,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,TRUE,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0449,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,17.39,81.37,72.45,0.04,0.0181,0.072,0.027,0.161,NA,NA,NA,NA,NA,0.05,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0450,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,17.64,87.07,71.68,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0451,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,14.01,77.38,68.59,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.2,TRUE,NA,NA,NA,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
AA_0452,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,9.69,65.32,62.24,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.23,TRUE,NA,NA,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AA_0453,HZ_BR,Germany,wuggenmühle,NA,NA,NA,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,13.61,74.75,67.98,0.0246,0.0546,0.0578,0.0128,0.0725,NA,NA,NA,NA,NA,0.19,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0454,HZ_BR,Germany,wuggenmühle,NA,NA,NA,female,young,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.99,67.68,62.82,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.26 but in the same cage as AA_0463!!!!,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0455,HZ_BR,Germany,wuggenmühle,NA,NA,NA,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,13.35,71.54,65.65,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.54,FALSE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
