Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight,Worms_presence,Syphacia_cecum_colon,Cysticercus_tenia_teniformis_liver,Catotenia_pusilla_SI,Mastophorus_stomach+SI,Mastophorus_stomach_only,Heterakis_spumosa_colon,Tapeworm_SI,Trichuris_cecum,Aspiculuris_colon,Hymenolepis_SI,Rodentolepis_liver_digtract,Mesocoides_body_cavities,Mesocoides_lungs,Heigmosomoides_polyguis,Notes
AA_0400,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0401,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0402,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0403,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0404,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0405,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0406,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0407,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0408,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0409,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0410,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0411,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0412,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0413,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0414,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0415,HZ_BR,Germany,Sawaller dorfstrasse 10 15848,NA,52.074772,14.180929,female,young,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,5.83,55.62,61.56,NA,,,,,,,,,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0416,HZ_BR,Germany,Beeskower strasse 6 ,NA,52.089399,14.173623,male,,Mus musculus,2017,15/09/2017,15/09/2017,Czech,FALSE,12.47,75.09,69.89,NA,,,,,,,,,,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Died in cage. Small protocol 
AA_0417,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0418,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0419,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0420,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0421,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0422,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0423,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0424,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0425,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0426,HZ_BR,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0001,HZ_BR,Germany,Wriezenerstrasse 6 16269 wriezen,FRANK6,52.6703,14.0589,male,NA,apodemus,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, / / SI /,NA,0.75,FALSE,9,0,0,0,0,0,0,3,0,0,0,0,0,10,1
ZZ_0002,HZ_BR,Germany,Mühlenstrasse 23 15345 alt-landsberg wesenthal,NA,52.593745,13.833525,male,young,rattus norvegicus,2017,11/09/17,11/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0003,HZ_BR,Germany,Kastanienweg 7 15345 Prädikow,NA,52.6242788,14.0101667,female,NA,bank vole,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0004,HZ_BR,Germany,forstrasse joachimsthal 3,NA,52.994574,13.684043,female,NA,bank vole,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0005,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,female,NA,apodemus flaviolis,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0006,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,female,NA,feldmaus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0007,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,NA,apodemus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0008,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,NA,feldmaus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0009,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,NA,bank vole,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0010,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,NA,bank vole,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,FALSE,21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0011,HZ_BR,Germany,Erste-kolonie 39,NA,51.830746,14.076701,NA,NA,apodemus,2017,12/09/17,13/09/17,German,TRUE,28.51,96.75,100.89,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA
ZZ_0012,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0013,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.42,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0014,HZ_BR,Germany,GROSSV1,NA,53.005087,13.560222,male,,microtus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.14,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
ZZ_0015,HZ_BR,Germany,Weesow Siedlungstrasse 14,NA,,,male,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.37,TRUE,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
ZZ_0016,HZ_BR,Germany,Seramun Biotechniogie zentrum spreenhagener strasse 11 15754 Heijensee,NA,52.269413,13.834069,male,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0017,HZ_BR,Germany,Seramun Biotechniogie zentrum spreenhagener strasse 11 15754 Heijensee,NA,52.269413,13.834069,female,,bank vole,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.76,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0018,HZ_BR,Germany,Seramun Biotechniogie zentrum spreenhagener strasse 11 15754 Heijensee,NA,52.269413,13.834069,male,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.84,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0019,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,,,,female,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.13,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
ZZ_0020,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,,,,female,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.55,TRUE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
ZZ_0021,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,,,,female,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,1.48,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0022,HZ_BR,Germany,FLIE8,,,,male,,microtus bank vole,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.03,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,check the worms
ZZ_0023,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,,,,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.35,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
ZZ_0024,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,1.06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0025,HZ_BR,Germany,GROSSV1,,53.005087,13.560222,male,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.09,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0026,HZ_BR,Germany,GROSSV1,,53.005087,13.560222,female,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.41,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0027,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0028,HZ_BR,Germany,Weesow Siedlungstrasse 14,,,,male,,apodemus,2017,14/09/17,15/09/17,German,TRUE,,,,,,,,,,,,,,0.24,TRUE,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
ZZ_0029,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0030,HZ_BR,Germany,Waldstrasse 1,,51.974531,14.054357,female,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.57,FALSE,0,0,0,0,0,0,6,0,0,0,0,0,0,0,
ZZ_0031,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0032,HZ_BR,Germany,GROSSV1,,53.005087,13.560222,NA,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.44,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0033,HZ_BR,Germany,Weesow Siedlungstrasse 14,,,,NA,,apodemus,2017,14/09/17,15/09/17,German,FALSE,,,,,,,,,,,,,,0.95,TRUE,0,0,0,0,0,0,2,3,0,0,0,0,0,0,
ZZ_0034,HZ_BR,Germany,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZZ_0035,HZ_BR,Germany,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
